track_id,word
TRAAAJG128F9308A25,i the and a me it not in is that do on are for have so but like can one get from ca here need world die give too tri walk end much stand old without pain myself rain cold bad mani goe young kid bleed somewher bitter protect hungri order although coat helpless complain defend
TRAAJAC128F148B530,i the you to and a me in my is of your that on am will all for be have so this but with like now come go oh one she got never from he want let take would as life back her tell think who too tri mind us his about over everi into ever face god these stop off pleas watch put other sin those behind save listen em beat sit follow woman everyon sad went tree skin cross near stone human father buy bless grave natur somehow steal awak wound loos haunt sent christ swing anim teeth wherev bloodi chest candl angri hung thrown meat jealous bent repent approach fella
TRAAJKJ128F92FB44F,i the you to and a it in my is of that on will for so but when now time come there oh they down she was got from he way by her where his everi were lie their last than thought sing boy two found bodi happi lone morn water young fine upon blow lover tree river wild darl bird return rose whisper fair flower grave silent wine mari below shore spring earli marri began plant bloom fruit autumn fatal gay visit sweeter driver pine rode charli rocki maiden
TRAAMRO128F92F20D7,the you to and a it not in my is of your that do on are all no be have love so this with what like time there out if got from make take at life by heart here could look where caus right been think dream around everi into insid better friend left lost made start put far real found might miss morn music kind step shake skin lyric dear wear mile whisper slip ocean doubt mistak famili climb fit midnight drag suit situat stretch scheme glove halfway circumst lou
TRAAQVX128F42B11B5,i the you to and a me it not in my is of that on am for no be have love just now there out down get was see if never make way say would as at heart how could need look man or dream long wanna around about turn hand had hold everyth insid word chang stand last chorus care free blue bring sleep breath onc sound hurt knew learn room hous drive car pull pay fast repeat plan somewher futur track bridg view weight direct sweat pound forward bus design backward correct anchor arrang vagu
TRAATUB128F9341737,i the you to and a me it not in my is of that do on we am will for be have love so know but with what just when like time can come there up get was see if got never from he let way say would as day away could world gonna man well mind his long find good littl turn then said call were home had walk them head much new him play realli boy pleas move blue talk other while yes smile togeth today came son knew learn sit moon car child pay lot sinc kid throw thank catch nice ten phone key silver ball ok proud cat job later teach arriv bill plane dad grew hung dim borrow cradl spoon usual shook fore retir colleg
TRAAYVI128F4286706,the you to and a it not in is that on are all for no so this with time there one they down get from he say here eye mind his fall leav believ their insid sing peopl sky even boy fire yes real door everybodi deep goodby wall rise readi room s upon feet outsid write tie prayer bear cat six swallow teeth precious order slide reveal pound judg aim chair lick polic scratch feather court trigger absolut trial hug priest stake bathroom bid sport gloom appeal
TRABSBK128F4292BB0,i the you to and a it not in is of your that do am no be have love know this but with what just when like now can there go one she was see if got feel way would ca at heart could night need where more through onli still good then said hold face stay place stand chorus true two line onc mayb may knew kind reason aliv strong somebodi lover between pay cannot sign perfect tight count grace surviv tie bridg guid middl least attent squeez sore phase knot seiz stiff
TRABZSO128F9325A05,i the you to and a me not in is do we will have with just when they let make way right been who through tri or light said were god play pleas without name work came ask first pass pour between differ shall mysteri histori miracl candl wer tea cream judgement
TRACBTI12903CF6F9E,i the you to and a me it not in of your that on are am will all for so time come out she if from he would back her heart more find said call hold word stay him than break old far true bring forev sweet open rock ask heard voic men pray gave honey drop desir singl bare sent dime thee grew abl penni afar
