track_id,word
TRAAGCG128F421CC9F,me no que de la y el te tu se mi es ya amor una ti como para las todo part mas esta noch ni hay va nada tus dia hace beso mañana palabra ves mentira creo suert basta buena adio verso caricia acaba aquello
TRAAHHW128F934134A,a me no y en te yo por ti ni porqu voy poco vivo vaya pensando
TRAAKTS128F429F622,a me no que de la y el te se mi es yo le si por amor con al ti como para los las quiero mas noch pero porqu vez estoy tanto dia otra hace quier aunqu estar dolor contigo volver sobr importa llorar olvidar perder duel basta rio razon sufrir enamorado distancia
TRAARAC128F933532B,a me no que de la y en un el te tu se mi es ya le si por lo amor con sin como para las todo del est final esta su hay ser porqu nunca hoy quit ver estoy tanto cada cielo pued otra siento dolor echo otro feliz momento camino ese pena asi conmigo coro vuelv mirada meno historia cerca pueda pensando tristeza pido dale termin grito querert amiga aquello
TRAATQY128F1470E34,a me no la y en el te mi amor na al las quiero pero bien porqu voy ver puedo dond está ahora vas sé algo mí dolor sentir gusta partir luce extraño primavera
TRABEIG128F1470B4B,a me no que de oh la y en un el te tu se es ya yo si por lo amor con para los las del des quiero noch su ni ser bien siempr soy hoy tengo ver estoy puedo sol tien bar mar mari hace muy dio sueño hacer cuerpo doctor tard llorar meno bailar dicen vuelvo ala espero muero encuentro buscar vino haga superstar cuento mire medio punto gritar
TRABFNK128EF34FA66,i the you to and me not in my is your on we am will no have time go oh one out down get life yeah here night more been man again some over noth said ya someth last realli mine other till until broken goodby meet whole hang smoke dri middl shoulder joke sucker stroll
TRABHDD128F42AA323,a in no so oh la un te se e le da amor che di non ti ma mai ne solo va per ho tanto più sempr ci mia dove fa dire noi vita cè anch questa così nient male nott tra sto yeh nella mie già ideal volt cose può troppo paura
TRABKIS128F42682B2,a do for no que te long o por da amor na em eu todo não é pra meu você dia gent tempo uma só lado tudo nem quero minha favor vem teu calor lá paz viver noit flor vento faz azul contra espero até posso sul outro fazer ficar esquina demai
TRABMMM128F429199D,no te vi ayer
TRABPJW128F147295E,que de la y en el se mi con una vida mas hay cuando nada vez alma corazon camino total ese coro soledad dulc fiesta esperanza solament
TRABPMM128F425BEBA,a no que de la y en el tu es por lo con al ti como para los las del noch hay cuando más nada porqu tus tiempo cielo cosa mano ojo eso casa sólo sueño hacer mucho camino sole destino estrella x4 hablar nombr él contra mala pan mucha gris lune cuatro perro aprend lento alegría
TRABPMR128F92F121B,i the to and a in my is of all go out take give or us his around walk peopl other someon kill side mayb street sure town nobodi shit drink afraid goin against quit brain join gang i´m jacket psycho
TRABPNV128F1476532,a no que de la y en el tu mi es yo por lo una ti las del est mas mundo dond sueño verdad junto dame nuestro palabra sangr guerra fe doy creer infierno hermano frío
TRABQJG128F4267518,i the you to and me it not in of your all for no be love so this but what just when now time oh was see never feel want make day life yeah how could night need where eye caus think live long girl wanna fall about said call were into had hear believ insid word last sing show made sky free blue seem while yes real first truth late crazi promis clear afraid u question realiz front beneath crash comfort idea sang i´m
TRABRMZ128F4261DED,a me no que de la y en un el te tu se mi yo si lo amor con sin al como para los todo quiero más pero porqu vez siempr hoy puedo tú tanto tien ay corazón otra mejor vivir sé estar mí aquí otro aqui saber amar junto volver conmigo dar vert nuevo tal llorar perder quisiera alguien flor deseo duel razón brazo pueda lleva felicidad cómo adió jamá cariño tenert pude
TRABZYU128F93397B5,me no que de oh la y en un el tu se es si o lo con sin al para todo vida mas esta ni cuando nada tan estoy tanto corazón qué estar poco sólo fin camino quiera alguien necesito vale cambiar vengo empieza
TRACAOG128F42A834C,i a in come la un te tu se e le si amor con al che il di non ti ma del mai ha su per n bar sa sai sui dentro sono ci dove senza lui dire nel tua maria via gli sole morir mare p hai andar questa mondo cuor della li occhi lei giorno pi tutti vuoi sta quanto tuoi lamor dell perch invad visto nei sulla senti stell troppo ormai vite vuol gi nessuno passer
TRACFXL128F930B28B,a me no que de la y en el te tu mi es si por lo amor con una al como para solo vida esta noch hay más pero nada bien mis tengo está ahora cielo hace quier siento eso casa dio verdad dame vece vos amo falta vuelv veo vaya sombra tape bueno estaba duel sonrisa cambiar alguna esperando llena hago gracia suelo solament mirando olvida magia
TRACJWL128F92FB60E,a me que de la en un el whi se mi si amor con sin al como los las todo del final mas cuando tiempo mundo corazón era alma nadi día mí otro camino volver viento paso mirada digo perdido fuera cabeza vuelta allá entrar
TRACMTQ128F92FAD03,a me no que de la y en el te se mi amor con las del va más voy sur sol ay está cielo hasta fue qué viento volar vaya hacia azul linda llega dale caer algún niña nube cose lindo saben
TRACNYI128F4291FE2,a me all no que de la y en un el se mi es ya yo si por lo con al como son las del quiero part vida ni hay ser va nada bien voy soy tiempo tengo color estoy dond van corazón ahora qué muy mejor vivir dice verdad dolor camino vos importa palabra quiera destino andar mentira creo error razón parar herida ooooh realidad juego manera bord ilusión medio
TRACOTL128F4259193,a me no que de la he y en el te tu se mi ya yo o lo amor con una al real para todo del vida mas noch su hay nos pero bien porqu vez siempr tan tengo estoy entr cada cielo hasta fue ojo siento quien mejor aunqu algo corazon hacer otro contigo piel amigo sera amo volver mira fui quiera soledad tal alguien gran bueno nuestra realidad dijo tambien despu perdida amiga llevar
TRACPER128F92FED5C,a no que de la y en un te tu se es le lo amor sin una al para los las todo del est vida ni cuando nada bien nunca mundo sol está mano vas aunqu día mí dolor lado vos favor importa mismo ayer morir mentira buscando fe despué suert dejar están haga tenga pecho cansado
TRACQKE128F427CA3E,a me no que de la y en el te tu mi por lo con una ti los las vida noch cuando tus mis hoy tiempo mundo tanto dond era cielo hasta hace mano dime siento dio cuerpo otro esa recuerdo asi sobr quiera estrella sangr estaba brazo contra herida adio muerto aun misma caricia hizo llanto pensamiento cruz
TRACRCN128F4255F4E,de una mujer fuerza
TRADABC128F4274FCC,a me no que de oh la y en un el te tu se mi es yo por lo amor con una al real para las vida noch ni porqu voy tus soy mis tan tengo estoy ay entr corazón ahora sabe alma hace beso cuerpo esa pie uno conmigo importa tal mirada perdido razón brazo despué fiesta pido cómo tenert impos fácil enamorado madrugada pasión demasiado muer minuto
TRADDAV128F147422C,a me do que de se e o amor não ser é porqu vai sabe poi só saber tudo tard mim sobr dar bem querer ond quer pode pensando ele ninguém dizer mesmo muito diss então demai
TRADNKM12903CE082F,no que de la y en un el tu se es yo nos tan tú voz deja viento silencio error razón estamo malo difícil
TRADNLA128F1464291,i you to and a me it not in my is of that am will all for no this but what just time go out get say would ca at away here need where been think tri noth even hope true while breath real past guess bleed throw escap mess fake float teeth choke recal warmth rid
TRADNQR128F1470FE2,a me no que la y en el te tu se mi yo por con una como los des quiero bien tus soy bin hasta nadi vas estar esa doctor dame vos sale cara favor ir llorar gusta bailar nena sos haga corr pecho cuatro
TRADOSF128F9338ADB,a no que de la y en el tu se es si o stand por lo con una real son sea vida su hay más nada siempr mal cosa hace nadi vas aunqu verdad pie lado lugar hora vert ment ves gran hacia libertad cambiar caer ello algún haga quieren chico cambia cae aquello cruz
TRADYJM128F427E05B,a que oh la yeah y en un el tu se es si como del quiero air esta hay va siempr ver mundo alma quier han así dio sombra dulc cabeza pronto nena llena gris verd mont resto cristal leve
TRADYSL128F9301EEB,a me no que de la y en un el te tu se mi yo le si amor al ti como son del est air mas ni ser va tus siempr color dia cada hasta pued ojo siento verdad vien ant recuerdo x conmigo sobr nuevo soledad llorar andar agua pelo ke llegar libertad pensando olvido libr sonrisa flore despertar suert doy llena musica gracia niña risa contar ira cristal
TRAEAJN128F933B0BC,a no que de la y en un el te se le si por lo amor con sin una como los son las todo del control su ni cuando ver entr luz muy sé beso verdad mujer esa piel ant volver cara deja boca nuevo vuelv mirada mientra cuenta nombr pensando dulc viejo piensa tras casi loca algún verd caricia papel escond morena cuatro perdida habla cambia pueden
TRAEEBG128F429FEF4,a me no que de la y en un el te si por lo amor sin al las vida noch ni nos porqu tan ver tú dond dia cosa vivir sé día casa así lugar conmigo sola mil nuevo perdido gana necesito nuestra llegar olvido llega fuerza estribillo olvidart aquello
TRAEFTE128F424E7F0,a me que de la y en un el mi es si por lo da sin al real como los las todo quiero vida noch más pero nada bien vez soy hoy color estoy dond ahora alma otra hace siento luz han vivir sé día algo sueño verdad feliz camino hombr mil ir nuevo perder estrella creo despué amanec despertar madr sí especi visto secreto empieza
TRAEIWS128F92F2469,a me no de la y en un el se mi es por lo da con les al las todo del quiero esta hay cuando nos bien porqu mis puedo dond entr mano qué eso muy estar casa mujer lugar amigo sola paso ir gusta cerca suelo niña jugar
TRAENXC128F4288AC5,a no que de la y en un el tu se es si amor con sin los las todo mundo tú sol ten dond está alma nadi luz muy vivir día sueño verdad camino ese sentir volver mañana nuevo destino vive paz llegar atrá días debe mire habrá
TRAEQWJ12903CF5475,a que de la y en un el se es por una al los las del noch ser cuando va hoy san radio mano nadi fue ojo dio verdad otro amigo soledad historia alguien negro pobr viejo vuelta amant llama están usa oscuridad nube llora esquina música
TRAERNY128F933A2CA,a no que de oh la y en te tu mi es has yo si por amor al las quiero nunca mal tiempo sol corazón vas aunqu sueño verdad total vos ven tierra bailar canción pasar cambiar sido fuist empezar debe quizá alegr
TRAESRT12903CC70CE,a me no que de la y en un el te se mi es ya si o amor con los las del est vida esta su va más vez tanto tien ei corazón otra toda quier luz día dio verdad otro amar mucho ant ador pena boca paso loco ves ye pasa mentira pue olvido mirar herida días esperanza sabor ilusión escapar cristal
TRAEVGB128F4296CF6,a no que de la y en el te tu se le por amor una al como para las del vida esta noch hay va tus siempr mundo tú sol dond está entr dos corazón ere sabe cielo dio luna mujer sus mañana quiera tierra honor flor vaya canción azul fe flore canta cantando jamá valor guitarra pasión
TRAEVLP128F425904B,a me no que de la y un el se e es lo amor sin una al como todo del vida control esta ni voy siempr nunca tan hoy mundo sol tien dond pued nadi muy corazon mujer aqui sola mañana fui soledad bajo libertad libr doy cuanto juego tambien tuve
TRAEXIB128F42A4D7B,a no que de y en un el te se ya yo con los las quiero air solo va pero ver mano nadi ella aqui sus pie lado vien asi hombr bailar bueno sient puerta buena ritmo chica dejo empezar sabor ahi muev señor aqu
TRAFGKU128F42889EF,a me no que de la en un tu whi es yo lo con una como los las todo del mas cuando va nos vez voy estoy tanto dond dia hasta otra mano ojo dime muy aunqu corazon piel alla vece palabra ment mismo gana sient lleva fuert llega creer papel habla
TRAFIGU12903CC70C2,a me no que de el te tu se mi es ya yo con ti para ha solo esta ni hay cuando voy tus siempr soy tengo estoy sol dia hace nadi vas beso corazon aqui amar junto sentir sale tanta loco falta vuelv sombra necesito ami cuanto hecho amart calma decirt caricia estribillo
TRAFNQP128F92FAA26,a me no que de la y en un el te tu se mi es has yo por lo amor con una al como para las del quiero vida noch ser porqu vez voy tus mis nunca tan estoy tanto sol está mar corazón cada cielo mano han beso luna mí dolor ve contigo lugar piel dame sobr quiera nuevo ayer fuego bailar deseo labio puerta deje despué amanec fuerza amart llama jamá haga decirt blanco tenert enamorado pecho déjame
TRAFSAE128F427165C,a me for que de se long e o por amor eu mai vida não um é ver sei pra meu sol mar ou tempo só minha seu sua sentir cara sobr poder dar destino core ter pode coisa deus posso corpo sorriso tocar
TRAFTMA128F933A3D7,a me no que de oh la yeah y en un el te se mi si por lo sin una los son todo del air solo final noch más soy mis tiempo tengo mundo estoy ay dond está van ahora ohh hace mano vas qué mejor sé día dio resist mucho voz momento pensar ahh miedo santa dar viento palabra paz aquel sangr dicen vaya bueno tener buscando libertad puerta razón prend herida espero pronto esperando busca fuerza hecho están dónde matar barrio pueblo cualquier hermano golp
TRAFUTQ128F423CD22,no la te tu e si du da na ti per c poi ci nu ogni nun ole pare prima donna cu
TRAFYBC128F9307F4C,de amor con d tanto dond tanta soledad ke puerta flore esperanza
TRAFYRJ128F4278ED4,a me no que de la en el te tu whi mi es ya yo le si por lo con ti para los las todo quiero solo vida mas cuando tus mis sur estoy puedo tien dos sabe hasta ojo han vivir algo pie contigo amar piel junto asi esto queda ir falta tierra llorar gana dicen vaya male nombr tener sient labio suert felicidad alegria estribillo firm contar pecho qued correr distancia
TRAGDSY128F9339015,i the you to and a me it not in your that are we am will all for be have so know but what when like now time there up oh they was feel say would at away life how could night where world tell who man too or well wo then call run play sing show pleas watch name seem wonder sound beauti deep learn young such tree sign joy bird question magic simpl sent asleep respect teach present miracl accept depend crimin respons liber practic logic absurd
TRAGETA128F4272C38,a no que de y un te es ya yo da round las todo est solo más nada tan tien está ahora hace qué poco hacer otro vamo eh total tanta queda digo fondo atrá esperando cuanto estamo fácil gritar
TRAGGNJ128F42A2615,a me no que he y el te tu mi es ya lo da amor con para solo su pero nada voy soy tan estoy puedo era ere hasta sé feliz dar llorar quisiera alguien necesito también felicidad manera decirt tuyo fácil valor vuelto gritar
TRAGNNA128F42743B8,a me no que de y en el te mi es le por lo amor con sin ti para todo est part mas pero porqu voy hoy tiempo tengo estoy corazón alma toda quier dolor aqui sus contigo mucho andar buscando llevo llena pecho juro caso cansado
TRAGORA128F4225676,i you a me no que de la en el te tu mi wanna es si por lo con al las est esta noch cuando bien vez tus tan puedo destroy siento sólo mí vien momento sentir será forma parec cuenta bajo lee alguna llega cariño hizo toca diablo
TRAGSRI128F42A1F46,a me no te mi call con una tien otra nadi aunqu vece amo suert querert
TRAGSWC128F42922D2,a me am no de la y en el te tu se yo por da amor una ti como todo quiero vida su tus hoy tanto hasta fue hier quien sus amar vece coro mil lejo canto buscando brazo sonrisa tambien hizo
TRAGYKT128F92F5D8A,a que y un tu por ti d sola fui loca iba
TRAHCHN128F4276D58,a me que de la y en mi yo lo una para los son dan quiero vida porqu tan tengo refrain quier ella siento verdad mí mujer pensar pena somo canto alguna llega intro hecho niña alegr
TRAHCKS128F42A8075,a que de e como mai não esta é porqu está vai sabe com só saber quem trist fort ond lá tão noit agora dor entend deus ainda estou saudad fora
TRAHCXF128F422A4FB,a me do que de as te se e o amor na em eu mai não mas um é porqu ver sei mundo pra meu você tanto dia vai cada com algo vou quem lugar univers minha sua querer encontrar core sigo nas olho coração essa tenho mala ess hoje ninguém são dizer meus outro corpo gira leve leva seus pouco caminho música
TRAHFMS128F424FA58,me no que de la en el mi por con al como para tus natur entr cada mano paso seguir muerto gracia creer rey eterno correr carn gritar dedo
TRAHGZE128F423D820,a no que y en el tu es al ti todo cuando siempr mis sol ten amanec sentido facil claro
TRAHJPC128F4268DC7,a no que de la y en un el se ya por da amor sin una al para los todo del ha final noch su hay cuando va siempr nunca tiempo dond dos corazón alma fue mejor beso luna hacer saber amar voz camino ese recuerdo mañana queda nuevo soledad decir rosa canción razón mirar dulc atrá encuentro partir llega cuanto adió verso caricia nueva entrar pasión
TRAHLNJ128F4214527,a me no que de la y en el te tu mi es yo por lo da amor con una para los las quiero vida ni ser cuando pero porqu voy tus nunca d ten hasta ojo así dio sólo dolor saber ant momento dame pena querer fui palabra morir aquel necesito pobr flore basta aye mía jamá pon morena carn mirando esté cruz
TRAHPAW128F42254F1,a me no que de la y en el te tu se mi es lo amor con est solo red va pero bien vez tan sabe otra hace mejor vivir cruel dolor ve piel dame sentir vos deja boca dormir vuelva soar realidad sos facil caer placer punto
TRAHPMV128F42367CD,a me no que de la y en el tu se mi ti como para los son las todo quiero solo noch hay cuando vez tus siempr soy ere hasta pued mano fue fin vamo dame poder dar importa mirada forma fondo despertar esperar fuert creer nube eterno llora pueden sere
TRAHVUD128F932B07F,i the you to and a me it not in my is of your that do on am no be love so know this but with just when now time come go up one get see never feel want make say take ca heart here how night eye give too dream long turn then run end much stop burn chorus hard danc mine fire other must open fear door sound ask late kind chanc voic each readi fine past moment til slow differ fast yet futur 2 cool sight desir weak act 1 vers magic cuz state heat x2 choic midnight com surpris pleasur melt steadi
TRAHWMN128F145DB77,a me no que de la y en un el se es ya yo por amor con una como del solo su cuando va siempr tan hoy vi dond corazón cada cielo ella dentro siento eso vivir beso así mí sus feliz junto sentir coro poder palabra quiera estrella bella gana pienso vaya esperanza iba pasion
