track_id,word
TRAAJBP12903CC459C,de la y en tu con entr alma pie anda calma acaba risa blanca
TRAAJJW12903CBDDCB,in all so die un an es ich sing und da der nicht das chanc ist ein im moment noch den zu wir wie mein nur doch für bin von sind ihr hier mehr kein job immer denn nem bis zeit welt lang wieder viel mass aber haben euch kommt werden movement bleibt sagen gern hart sehr
TRAAPXO128F424AB85,i the you to and a it not in my is of your that do on are am all for no be have so know just when time go up one out down get want as life back caus gonna live again fall good hand then said did friend lost old care without onc everybodi till ani money took nobodi upon final feet hang low nowher strang doubt wine spent dollar mighti bought pocket began whiskey grin eagl penni champagn
TRAAUFV128EF35F02C,i to a was by o na ja ten nie po w ze z co za mami się jest
TRABBLK128F425957E,i to do mi na ja nie po co się mnie
TRACGUQ128F932A4CB,i a no que de ca y se e o por da amor ti para eu mai ha s t ser nos nada m & u n ver sei pra d meu vai quando c dentro poi luz sempr l brown dio vou g foi ve john lugar quero igual mim b j x ao f bem spark fui r w assim p ray v q quer k faz lil esperar z nao dart artist estou h olhar melhor entrar voltar fora
TRACJCZ12903CFD7C7,i a me come un tu mi e le il non son quando sui par fort anch tuo perché occhi vuoi mie tuoi tue stell domani sull
TRADGWP128F42618E4,a na
TRADIMW128F424CD4B,de at her o et al ne sen hop tas denk bu bir
TRADLGM128F146EB44,i the to and a not in my is of that on are we am all for have go up get was see from he feel way say as at back by how could look right who through again give well his were did leav hold run walk these him peopl made start even boy name own other those must while year line found wonder came till took heard voic young past scream men sign human train both mountain whisper jump forc chain freedom welcom almost key ago five innoc complet heavi special seven steel releas expect doctor prison stage plane tortur confess frame guilti often chosen agre justic tip gang jail concret liberti bail branch scale puppet appeal sicken
TRAEHJZ128F92FAD02,na ni mama sorrow hood
TRAEHPL128F429ADFD,i the you to and a it not in my of your do am all no love so know just like now can there go oh get was got let way day life yeah by heart could gonna right give onli or mind an around about littl turn light call were face believ alon hey stand soul anoth made break pain move free name yes found sea truth ani power answer afraid hour worri mountain bit doubt longer prayer stronger calm truli stormi
TRAETAX128F14910FF,a me on que de la y en un te tu se an long le si je et les il son ai ma qui pas des dan mai part pour ne à cest va sign plus mon mis moi comm une sur jai fair san quand refrain grand ça ball fait avec quon tous bis dit faut fai ses aux dis regard sous cowboy canto deux bon 10 quun dune beau oui coup sentiment jen comment pourquoi tête matin croi chez très savoir avait croir passer sim jétai javai
TRAEVPJ128F1477009,i the you to and me it not in my of your on am will for love know this with when now come go out down feel want at by heart our where give dream us find fall around hand wait believ lost song blue tear true forev sleep high wind morn land tomorrow promis ring bell return ocean soft hill besid stood destini ray autumn dew blossom
TRAFEVM128F42278B0,a no que de te se o da na ah em eu não um é uh mal ver mundo meu você sol gent uma vou só tudo junto quero amo bem importa bom vento faz nas felicidad ar estamo ainda alegria sonho olhar sorriso sopra nossa demai
TRAFHVT12903CF0B12,the you to and a it is of we be have this with come oh from way where who us over call were ya o word god show da al best ma white citi moon rose rais welcom brought valley min among owe obey grate allah
TRAFOTS128F93014B0,de la et les mai ne à ni une bell san don c sex tous juli homm femm donna
TRAFZMP12903CE99FB,de la en te es una ma solo mas noch siempr estar madrugada
