track_id,word
TRACGAQ128F4280C47,i the you to and a me it in my is of your that on am all be have this just time one out see as babi away by more give onli keep mind an around head chang old blue use must door may until water shake drive bed drink mama hair thank warm daddi 1 flower lovin welcom feelin funni talkin fix note confess allow also milk extra jimmi add hug drinkin spoon grain turnin especi jerk flavor
TRADAYS12903CDBE0F,i to and a me not my is do we am for be have so know but what just they get she was if got never he feel would ca babi here been man his long good some home even boy care name year may sure ai morn hurt fine sign goin known countri murder six dollar lifetim judg harm month solid fifti partner western
TRADTJU128F4236BA0,i the you to and a me it in my is your on are am will all for no be know this just when can come there go oh one get was see got never he feel way say would babi gonna tell who again tri still long girl home ever them end hear cri last friend thought pain gotta blue sweet yes becaus ride forget lone hurt laugh train sorri comin ahead brought deserv buck
TRAEEJD128F422449A,i the you to and a me in my is that am all for so know but with what just when like can up oh out she if got never want say babi yeah by night need right tell give well still girl about noth said everi everyth ya word stay mine yes morn alright els ha wake anyth heard woman crazi bed mama swear earli hip suit shakin inde breakfast
TRAEJWD128F92FDD32,i to and a me not my your do on for no be just like time go oh they if got ca thing too long around call cri place hard seem own someon help feet sad children three shoe merci tabl food month bread jealous
TRAEXZX128F426F8E1,i the to and a me it in my is that do are for be have so know but what just now go they if from way say would as day life back by her could thing more live give or whi keep well mind then had much chang better new peopl start name use myself those rememb yes wonder becaus big ask money woman control veri lot differ nice spend hello ten brand short hundr dollar walkin woo often twenti either plenti
TRAFJKX128F9308EA6,i the you to and a me it in my is on will for have know this but like out see feel make heart could night look been tell again too still littl everi into lie hey new burn put fire sweet wish shine till sure truth broken lover drive cool someday almost hill heal forgotten heartach brighter sooth
TRAGNAX128F9313AE8,i the you to and in my is of your that do are am will all for be love so know with just when now can there go up oh down get was if want let way would babi here how eye again keep well still around good gone cri much sun hard tear yes deep goe after ani kind anyth moon strong most darl warm whoa ocean drown storm color dri everywher wide wrap swim breez rainbow weep whenev willow
TRAGPCU128F92E24D6,i you and a me not do are am love know now one see ca day babi gonna been man everi wait hear hey miss lone cmon cryin callin
TRAHFYD128F426BBAD,i the to and a me my that do we all be so what when now come go down get feel make would babi by her night thing world tell who tri whi his good about run end these old same must fight sound shine woman crazi men whole throw wear blame tight & dress guitar record instrument cat women drum 4 johnni vocal piano origin tom 9 jame preacher bibl hug willi hound produc 40 leak gown
TRAIIFL128F1468156,the you to and a me not in that do will all for no have love know with time one she see if got feel at babi away her how need man or wanna over did walk made put talk other side hide took woman blind shake king & guitar singl master pop drum thrill bill dumb judg b cop bass vocal piano album jail 9 bail paul willi chart
TRAJHHE128F146815C,i the you to and a me it not my is your do am all no be love just can see want let make way day babi by our caus tell man too keep home walk cri blue talk true work until money sad bed shame wash treat cloth slave bread switch cook
TRAJSKZ128F4265DB8,i the you and a me it not in my is your that do am will all for no have love know this what just when like now time come oh got from feel at babi back heart here eye more gonna right tell too well some littl light wait leav them hey soul sing song care gotta mine bring must yes smile door big sure music saw fill blind laugh honey thank gold babe buy silver surpris diamond flash hallelujah hungri cup foolish kitchen thirsti
TRAMEPT128E078A317,i the you to and a me it not in my is of your that do on am all no have love know this but with just now can come there up one they out get never from make take would day at babi away life yeah back here night our look where thing more right been think who man live too tri mind still long around about littl hand said hear everyth word left play thought lost peopl made hard care move blue yes found door bad wonder behind might sure arm ai em alright kind soon pay three caught babe number snow everywher knock lovin held grand ahead midnight news comfort ran bill card cash flight telephon rang africa fifti vega
TRAMYUT128F42665DF,i you to and a it not my is your do all no have with just when can oh la one she got feel want make say babi yeah her heart how could night keep an find turn gone cri stand made break sleep ooh part such brother warm mistak feelin decid aw size toss apolog fright
TRANALJ128F9318BAF,i the you to and me not in my is of your that do on are am all for love with when time come there one down want say at babi yeah heart night need world live onli dream well girl around littl were hold sing song without lord ooh happi late knee tight darl whoa satisfi squeez wee
TRANLET12903CEC6CB,i you to and a it not in is your we am for no be know this but now come go up one they down get was never say would ca day babi away here could night more caus then leav gone stay place burn play should wrong wish round lay room yet return rose babe dirti numb addict bloom inhal
TRANZDC128F932768F,i the you to and a me it in my is of your on all no be have know with just when now come go up they out down get she got let at babi away gonna keep well fall some littl home run walk alon hey stay better break hard old gotta talk myself mayb becaus big arm bodi under sit water blind reach red scream lover car full mama tast sight wave catch tight drown smoke hole dig wine hat cat pack shoulder bottl brown i’m outta jack tabl daughter choke seat older food mix coat tower you’r tip meat doll goal grind can’t flat belli mill mud stack lame bull liquor won’t jar trunk waist
TRAPRRF128F4251581,you to and a in is your all be know this but just up oh they down would as back how live too mind still find about turn face friend peopl hard care talk own true yes lord ooh round soon mother carri brother jump sister bear crush donât youâr
TRAPZZJ12903CC5190,i the to a me it not in my is of that no love but just when come go up down get got feel make ca babi man keep dream good noth ever believ chang left blue lose work happi ai best town rest sinc hair win number shoe choos west east coffe telephon bruis bounc fanci trumpet slumber nickel
TRAQSCG128F422449E,i the you to and a me it not my is that will all be love know this but with what time go up oh out she was make babi yeah her could gonna man girl some littl everyth hey play old wrong blue morn saw shit catch four check ohh earli makin plain ohhh leavin oclock buddi uhh mail garbag
TRAQYUA128F428742F,the you to that on be have but when out get see got his walk move high lord street may beat woman readi child low guitar rich po
TRARSZV12903CDB2DE,i the you and a me it not in my is do are we will all love so know but now there oh one get see got want make babi yeah where thing more right tell think again mind girl wanna over then leav everyth chang pleas togeth ah sometim ha citi fine meet honey darl babe satisfi
TRAVDYJ128F147B541,i the you to and a me it not in my of that on am will for no have so this when like now there go up out down was got from at away life back by how look where more tell well his long find good hand then did into end much god anoth left burn show break hard boy watch wrong free own fire other fight rememb breath lord year side line might arm wind bodi happi war part fade game though young memori jesus stone throw lip across wave tight caught cover bell desir color mess ten slowli held circl tongu float swing curs spit boat distant fish aim playin lake twenti toss holdin skip purpl pine forti halfway thirti ink knowin chapter
TRAVGLC128F931535B,i the you to and a it not in is of that do are we will all for be love so know with like time come one they she see never he let make take as ca at her heart here how could night our more die right who through man onli or wo still his long wait home them hear cri their these last him peopl break realli care hope move free far fight two lord wonder may lone set sit blind such clear faith mountain spirit suffer wide broke prayer pure news torn divin case johnni valley despair daylight match linger virtu forsak
TRAYPZJ128F42704A2,i the you to and a me it not my your on we will all have love but what now time go one they she got say at babi back more man give tri or whi mind wo girl home has word play bring other done side lose wall heard crazi honey evil babe chain poor lovin broke taken cloth lonesom needl
